term,source_union,is_training_seed,seed_level,representative_sentence,source_file,usage_rule,resource_class,intensity_dimension,in_embedding,rank_score,intensity_weight_0_5_1,max_seed_cosine,score_status
高点,自动发现审核,False,,7 月 以来，受美联储加息预期和美元走强等因素影响，大量资金从商品和 金融等资产中流出，国际大宗商品价格出现一波快速下跌走势，截至 7 月末追踪22 种原材料的彭博大宗商品指数已较2008 年高点下跌近 60%。,2015年第二季度中国货币政策执行报告.txt,,,,True,-0.22361223075838813,0.647946106392699,0.3763401508331299,统一RankSVM已评分
企业,自动发现审核,False,,调整简化部分资本项目管理政策措 施，下放贸易信贷、对外担保等五项业务的审批权限，帮助企业降低 经营成本，提高经营效率。,2011年第二季度中国货币政策执行报告.txt,,,,True,-0.22674371752318911,0.6472058659549205,0.31155580282211304,统一RankSVM已评分
定向,自动发现审核,False,,二是定向降低部 分金融机构存款准备金率：将农业发展银行存款准备金率从18%下调 至13.5%；,2015年第一季度中国货币政策执行报告.txt,,,,True,-0.2301173578784579,0.6464083837360708,0.20762306451797485,统一RankSVM已评分
显著,人工程度候选；自动发现审核,False,,同时，还对原有定向降准政策进行了优化，聚焦“真小微”、“真普 惠”，指向单户授信500 万元以下的小微企业贷款、个体工商户和小 微企业主经营性贷款，以及农户生产经营、创业担保、建档立卡贫困 人口、助学等贷款，政策精准性和有效性显著提高。,2017年第三季度中国货币政策执行报告.txt,需排除仅表示统计或可观察显著性,全局幅度/显著性,amplitude+salience,True,-0.23540157499428566,0.6451592674264937,0.44943487644195557,统一RankSVM已评分
大幅,人工程度候选；自动发现审核,False,,但非住房消费贷款大幅增加，前三季度增量为1.9 万亿元， 同比多增1.1 万亿元。,2017年第三季度中国货币政策执行报告.txt,可全局使用,全局幅度,amplitude,True,-0.2366482040639548,0.6448645814458112,0.5173539519309998,统一RankSVM已评分
全面,自动发现审核,False,,三、加强窗口指导和信贷政策引导 中国人民银行进一步完善宏观信贷政策指导，加强与产业政策的 协调配合，全面提升信贷政策导向力，继续发挥好信贷政策在促进经 济持续健康发展和社会和谐稳定中的积极作用。,2013年第一季度中国货币政策执行报告.txt,,,,True,-0.24859970761526626,0.6420394102458625,0.4183720350265503,统一RankSVM已评分
中枢,自动发现审核,False,,此次中标利率上行是市场化招投标的结果，反映了2016 年9 月份以来货币市场利率中枢上行的走势，是在资金供求影响下随 行就市的表现。,2016年第四季度中国货币政策执行报告.txt,,,,True,-0.25241169464245117,0.6411383088976059,0.32635676860809326,统一RankSVM已评分
同步,自动发现审核,False,,就业形势稳定，居民收入同步增长。,2015年第一季度中国货币政策执行报告.txt,,,,True,-0.2558067119736561,0.6403357734554109,0.26640915870666504,统一RankSVM已评分
较小,人工程度候选,False,,,,仅限较小+幅度/增幅/降幅/变化/偏差；排除规模较小,条件组合,conditional_amplitude,True,-0.25815465878939337,0.6397807510940525,0.7208113074302673,统一RankSVM已评分
平均,自动发现审核,False,,第三季度各月，进口价格同比分别上涨15.0%、 15.6%和14.8%，平均上涨15.1%，涨幅与上个季度持平；,2011年第三季度中国货币政策执行报告.txt,,,,True,-0.2717453362538738,0.6365681017068358,0.34852781891822815,统一RankSVM已评分
或多或少,原始RankSVM Seed,True,2.0,,,,训练Seed,rank_anchor,True,-0.2799519713182617,0.6346281659545803,1.0,统一RankSVM已评分
明显,人工程度候选；自动发现审核,False,,IV 目 录 第一部分 货币信贷概况....................... 1 一、货币总量增长总体平稳 ........................................... 1 二、金融机构人民币存款平稳增长 ..................................... 2 三、金融机构贷款较快增长 ........................................... 3 四、社会融资规模较快增长 ........................................... 5 五、金融机构贷款利率基本稳定 ....................................... 6 六、人民币汇率双向浮动弹性明显增强 ........,2017年第三季度中国货币政策执行报告.txt,需排除仅表示可观察性,全局幅度/显著性,amplitude+salience,True,-0.294885831641901,0.6310980065977042,0.5600617527961731,统一RankSVM已评分
有望,自动发现审核,False,,展望2014 年，全球经济整 体复苏步伐有望加快，美国两党政治经过激烈博弈后进入缓和期，财 政政策前景的不确定性有所下降；,2013年第四季度中国货币政策执行报告.txt,,,,True,-0.31841844355079124,0.6255352205315721,0.33380326628685,统一RankSVM已评分
方面,自动发现审核,False,,提供了一种主动按照宏观审慎政策要求，从提高资本水平和改善资产 质量两个方面增强风险防范能力的弹性机制，既可体现宏观调控的要 求，达到防范顺周期系统性风险积累的目的，又给市场竞争机制的运 作保留了空间。,2011年第一季度中国货币政策执行报告.txt,,,,True,-0.3318318343237471,0.622364479281928,0.4648680090904236,统一RankSVM已评分
整体,自动发现审核,False,,国内经济运行整体回升向好，市场需求稳步恢复，生产供给持续增加，但内生动力还不强，需求驱动仍不足。,2023_Q2_中国人民银行 货币政策 委员会 召开 2023 年 第二季度 例会.txt,,,,True,-0.3481765320158785,0.6185008173591058,0.5749161243438721,统一RankSVM已评分
逐渐,自动发现审核,False,,近年来，随着我国经济较快发展和大宗原材料进口依存度的上升，国际大宗 商品价格变动对国内物价走势的影响逐渐增强。,2011年第一季度中国货币政策执行报告.txt,,,,True,-0.3514926732885564,0.6177169271332185,0.6312431693077087,统一RankSVM已评分
倾向,自动发现审核,False,,当前主要经济体经济增长前景黯淡，失 业率高企，贸易摩擦增加，部分国家可能采取各种措施保护本国产业、 就业和投资，全球贸易保护主义倾向上升。,2012年第三季度中国货币政策执行报告.txt,,,,True,-0.41251295558941514,0.6032925709483263,0.4411298632621765,统一RankSVM已评分
增幅,自动发现审核,False,,三是企业效益下滑、利润增幅回落使企业所得税增幅相应回落；,2015年第四季度中国货币政策执行报告.txt,,,,True,-0.433395475610939,0.5983562301863572,0.39143458008766174,统一RankSVM已评分
幅度,自动发现审核,False,,但当前全球货币条件依然宽松，流动性总体充裕，大量资金向 增长较快的新兴经济体流入，在经济总体趋好的大背景下，国际初级 产品价格出现持续较快上涨，全球范围内的通胀压力上升，加之前两 年为应对国际金融危机我国投资规模大幅度扩张，在建项目较多，总 需求回升较快，这些都推动全社会通胀预期增强，价格上行压力加大。,2011年第一季度中国货币政策执行报告.txt,,,,True,-0.4555232917836935,0.5931255185273071,0.48501038551330566,统一RankSVM已评分
逐步,自动发现审核,False,,稳健的货币政策体现了逆周期调节的要求，宏观杠杆率趋于稳定，金融风险防控成效显现，金融服务实体经济的质量和效率逐步提升。,2019_Q1_中国人民银行 货币政策 委员会 召开 2019 年 第一季度 例会.txt,,,,True,-0.45718108044715744,0.5927336400688762,0.5223251581192017,统一RankSVM已评分
降幅,自动发现审核,False,,商品房销售降幅缩小。,2012年第二季度中国货币政策执行报告.txt,,,,True,-0.4793945903552246,0.587482671588416,0.3769674003124237,统一RankSVM已评分
不大,原始RankSVM Seed,True,1.0,,,,训练Seed,rank_anchor,True,-0.5529010591298977,0.5701067525083987,1.0000001192092896,统一RankSVM已评分
轻度,原始RankSVM Seed,True,1.0,,,,训练Seed,rank_anchor,True,-0.5547466333926552,0.5696704841148763,0.9999998807907104,统一RankSVM已评分
微,原始RankSVM Seed,True,1.0,,,,训练Seed,rank_anchor,True,-0.639145188417185,0.5497198255262827,1.0,统一RankSVM已评分
略微,原始RankSVM Seed,True,2.0,,,,训练Seed,rank_anchor,True,-0.6799890138321504,0.5400649064809357,1.0,统一RankSVM已评分
有所,人工程度候选；自动发现审核,False,,四是地方债发行 有所放缓，地方政府存量债务置换对贷款的替代作用减弱。,2017年第三季度中国货币政策执行报告.txt,通常表示存在但有限的变化,全局幅度,amplitude,True,-0.725481128093566,0.5293111958298587,0.6238054037094116,统一RankSVM已评分
稍,原始RankSVM Seed,True,2.0,,,,训练Seed,rank_anchor,True,-0.7480797854002319,0.5239691837971305,1.0,统一RankSVM已评分
小幅,人工程度候选；自动发现审核,False,,Shibor短端有所 上行，中长端小幅下行。,2017年第三季度中国货币政策执行报告.txt,可全局使用,全局幅度,amplitude,True,-0.7813003438880679,0.5161163002931346,0.6139546632766724,统一RankSVM已评分
略有,人工程度候选；自动发现审核,False,,个人住房贷款利率略有上升，9 月加权 平均利率为5.01%，比6 月上升0.32 个百分点。,2017年第三季度中国货币政策执行报告.txt,可全局使用,全局幅度,amplitude,True,-0.807330433643828,0.5099631447847651,0.688821017742157,统一RankSVM已评分
略,原始RankSVM Seed,True,2.0,,,,训练Seed,rank_anchor,True,-0.8494781662412425,0.5,0.9999998807907104,统一RankSVM已评分
一定程度,人工程度候选,False,,危机以来，依靠不断降低抵押 物标准，欧央行的资产规模大幅增长，一定程度上削弱了欧元的信用基础，导致 欧元汇率相对走低。,2012年第一季度中国货币政策执行报告.txt,人工定级；注意有时表示影响范围,全局幅度短语,amplitude,False,,,,缺少完整词向量-未评分
一定程度上,人工程度候选,False,,危机以来，依靠不断降低抵押 物标准，欧央行的资产规模大幅增长，一定程度上削弱了欧元的信用基础，导致 欧元汇率相对走低。,2012年第一季度中国货币政策执行报告.txt,规范化到一定程度或保留别名,全局幅度短语,amplitude,False,,,,缺少完整词向量-未评分
增幅回落,人工程度候选,False,,,,正向变化幅度减小,结构性程度,structural_change,False,,,,缺少完整词向量-未评分
增幅扩大,人工程度候选,False,,,,正向变化幅度扩大,结构性程度,structural_change,False,,,,缺少完整词向量-未评分
增速加快,人工程度候选,False,,,,速度相对前期提高,结构性程度,structural_speed,False,,,,缺少完整词向量-未评分
增速放缓,人工程度候选,False,,,,速度相对前期下降,结构性程度,structural_speed,False,,,,缺少完整词向量-未评分
较大幅度,人工程度候选,False,,主要 是随着相关金融管理政策出台，商业银行按照宏观审慎要求，加大了 调整资产负债结构的力度，适度调整了过快的信贷投放节奏，同业运 用渠道有较大幅度的收缩，减少了存款派生。,2013年第二季度中国货币政策执行报告.txt,人工定级；短语缺完整向量,全局幅度短语,amplitude,False,,,,缺少完整词向量-未评分
降幅扩大,人工程度候选,False,,,,幅度变量本身扩大；不依赖程度副词,结构性程度,structural_change,False,,,,缺少完整词向量-未评分
降幅收窄,人工程度候选,False,,,,负向变化幅度缩小,结构性程度,structural_change,False,,,,缺少完整词向量-未评分
